genres,movie_id,original_title,plot,cast
"['Comedy', 'Romance']",26673,Frat Party,"Duffy the big man on campus who is marrying Adriana, a debutante heiress to a global wine fortune, right after they both graduate from the same prestigious University. Unfortunately , the final Frat Party of his college career is the night before his wedding and there are many obstacles in his way, including a soon to be Father -In-Law who is less than happy with his daughter's choice.","['Randy Wayne', ""Caroline D'Amore"", 'Jareb Dauplaise']"
['Drama'],41830,The Party's Over,"An American businessman visits London and is horrified to discover his nubile teenage daughter has become involved with a gang of thuggish ""beatniks"". Her involvement leads to wild parties, sex, death and necrophilia.","['Oliver Reed', 'Clifford David', 'Ann Lynn']"
['Drama'],37694,Proud,The true story of the only African-American crew to take a Navy warship into combat in World War II.,"['Vernel Bagneris', 'Marcus Chait', 'Michael Ciesla']"
['Drama'],63287,The Poker House,"Actress Lori Petty makes her directorial debut with this poignant, beautifully crafted film about a teenage girl trying to survive the dismal circumstances of her life with dignity, humor, and basketball.","['Jennifer Lawrence', 'Selma Blair', 'Bokeem Woodbine']"
[],335874,Childless,"Katherine is a typical teenager. Today's her funeral. The four adults in her life have a lot on their mind - and it's not all about Katherine either. With a frankness that's strikingly disarming as well as frequently self-serving, the grown-ups struggle with being... well... grown-up.","['Barbara Hershey', 'Joe Mantegna', 'Diane Venora']"
['Horror'],34592,ZMD: Zombies of Mass Destruction,"An idyllic island town is under attack by that most invasive of pests: zombies! Port Gamble is being overrun with braineaters, and the people seem powerless to stave them off. But wait, a rag tag band of rebels is trying to turn the tide and push the invading hordes of undead back.","['Janette Armand', 'Doug Fahl', 'Cooper Hopkins']"
"['Horror', 'Thriller']",92635,Snow White: A Deadly Summer,A troubled teenage girl finds herself in a web of lies and deceit when her stepmother attempts to murder her by sending her to a discipline camp.,"['Shanley Caswell', 'Maureen McCormick', 'Eric Roberts']"
"['Romance', 'Drama']",258755,A escondidas,"At the age of 14 the world around you changes at a dizzying speed. But what if actually it's you that changing? What if these changes take you away from what up until now, has been your world? Ibrahim and Rafa are going to suffer these changes for themselves, experiencing first love in a way they never could have imagined. And having to keep it Hidden away.","['Germán Alcarazu', 'Adil Koukouh', 'Ana Wagener']"
"['Comedy', 'Drama', 'Romance']",96534,My Last Day Without You,"On a one-day business trip to New York, a young German business executive falls in love with a singer-songwriter who exposes him to her Brooklyn world and emotions he's never experienced before.","['Ken Duken', 'Nicole Beharie', 'Reg E. Cathey']"
"['Comedy', 'Romance']",21283,Steppin: The Movie,"Every college campus has its rivalries and UTS is no different. At this university, the Geeks run the campus and the greatest Steppers are king of the hill. When a local radio station announces the beginning of the step competition season, the campus fraternities and sororities fight to recruit the best talent that will help them win the big-money prize.","['Wesley Jonathan', 'Chrystee Pharris', 'Anthony Anderson']"
['Western'],272724,Doc Holliday's Revenge,"In 1882, Joseph and Elizabeth Cooley head West to reunite with family she never knew. But when she, Joseph, and her older brother, Millard, are stranded in a logging camp just outside Tucson a wounded Indian stumbles into their camp and they must defend him against Doc Holliday, his would-be killer. Elizabeth considers Doc a stone-cold killer -- but may find, during the course of their tense stand-off, that this courtly, ailing man has a surprisingly well-honed sense of justice, frontier-style...","['Tom Berenger', 'Ashley Hayes', 'Eric Roberts']"
"['Thriller', 'Horror']",84178,Black Rock,Three childhood friends set aside their personal issues and reunite for a girls’ weekend on a remote island off the coast of Maine. One wrong move turns their weekend getaway into a deadly fight for survival.,"['Kate Bosworth', 'Lake Bell', 'Jay Paulson']"
"['Horror', 'Thriller', 'Mystery']",101179,Truth or Dare,"A group of college friends celebrate the end of term with a party to end all parties. During a drink and drug-fuelled evening, an innocent game of ‘Truth or Dare’ has a very sore loser, sparking a terrifying sequence of events and a whole new twist on the game of truth or dare – where the truth can kill you.","['Liam Boyle', 'Jack Gordon', 'Florence Hall']"
"['Drama', 'Thriller']",52462,The Pet,"A young woman in dire financial straights accepts an offer to be a wealthy aristocrat's human ""pet"" for six months. Then ruthless modern ""pet-nappers"" kidnap the woman to sell her on the GSM (Global Slave Market).","['Pierre Dulat', 'Andrea Edmondson', 'Summer Nguyen']"
"['Science Fiction', 'Drama', 'Music']",269057,Bang Bang Baby,A small town teenager in the 1960s believes her dreams of becoming a famous singer will come true when her rock star idol gets stranded in town. But a leak in a nearby chemical plant that is believed to be causing mass mutations threatens to turn her dream into a nightmare.,"['Jane Levy', 'Peter Stormare', 'Justin Chatwin']"
['Horror'],287524,Fear Clinic,A doctor works to cure patients suffering from crippling phobias by placing them inside his invention which induces and controls hallucinations.,"['Thomas Dekker', 'Robert Englund', 'Cleopatra Coleman']"
"['Comedy', 'Action', 'Science Fiction']",206213,Zombie Hunter,"Zombie Hunter is set in a post-apocalyptic Zombie wasteland caused by the mysterious street drug ""Natas"". We follow one man who has nothing left other than a beat up Camaro and a trunk full of guns and booze. He runs down Flesh Eaters, hunting for sport and redemption, while also running from his past. After crashing into a small group of survivors, who are running low on resources, he decides to lend a hand. But a surprise attack by the Flesh Eaters forces them on the run and puts the Hunter's skills to the test.","['Martin Copping', 'Danny Trejo', 'Clare Niederpruem']"
['Drama'],248402,A Fine Step,"A Fine Step is an uplifting family drama centering on Cal Masterson (Luke Perry, Beverly Hills 90210) an award winning horseman whose relationship with his beloved horse Fandango allows him to achieve multiple championship wins. However tragedy strikes when Cal and Fandango are involved in a serious accident, ending Cal's horse riding days forever. Cal's devastation is slowly overcome when his new neighbour, 14 year old Claire Mason (Anna Claire Sneed, Glee) takes an interest in Fandango and convinces him that Fandango's competing days might not be over.","['Luke Perry', 'Anna Claire Sneed', 'Leonor Varela']"
"['Drama', 'Romance', 'Science Fiction']",29146,Charly,An experiment on a simpleton turns him into a genius. When he discovers what has been done to him he struggles with whether or not what was done to his was right.,"['Cliff Robertson', 'Claire Bloom', 'Lilia Skala']"
"['Horror', 'Thriller']",207769,Banshee Chapter,"On the trail of a missing friend who had been experimenting with mind-altering drugs, a young journalist - aided by a rogue counter-culture writer, The Silence of The Lambs -- finds herself drawn into the dangerous world of top-secret government chemical research and the mystery of a disturbing radio signal of unknown origin. A fast-paced thriller blending fact and fiction, Banshee Chapter is based on real documents, actual test subject testimony, and uncovered secrets about covert programs run by the CIA.","['Ted Levine', 'Katia Winter', 'Michael McMillian']"
"['Drama', 'Mystery', 'Thriller']",271185,Ask Me Anything,"Beautiful, wild, funny, and lost, Katie Kampenfelt takes a year off before college to find herself, all the while chronicling her adventures in an anonymous blog into which she pours her innermost secrets. Eventually, Katie's fearless narrative begins to crack, and dark pieces of her past emerge.","['Britt Robertson', 'Christian Slater', 'Justin Long']"
"['Comedy', 'Romance']",29731,And Then Came Love,"Successful New York journalist and single mom Julie Davidson's (Vanessa Williams) six-year old son Jake (Jeremy Gumbs) is acting up, so she finds his sperm-donor father Paul Cooper (Kevin Daniels), who's a struggling actor and law-school drop-out.","['Kevin Daniels', 'Michael Boatman', 'Jeremy Gumbs']"
['Documentary'],292539,Food Chains,,[]
"['Crime', 'Drama']",654,On the Waterfront,"Terry Malloy dreams about being a prize fighter, while tending his pigeons and running errands at the docks for Johnny Friendly, the corrupt boss of the dockers union. Terry witnesses a murder by two of Johnny's thugs, and later meets the dead man's sister and feels responsible for his death. She introduces him to Father Barry, who tries to force him to provide information for the courts that will smash the dock racketeers.","['Marlon Brando', 'Karl Malden', 'Lee J. Cobb']"
['Comedy'],91070,L!fe Happens,"A comedy centered on two best friends, Kim and Deena, who fight to maintain normalcy in their lives after Kim gets pregnant and has a baby.","['Krysten Ritter', 'Kate Bosworth', 'Rachel Bilson']"
['Drama'],2009,"4 luni, 3 săptămîni și 2 zile","Gabita is pregnant, abortion is strictly forbidden in Romania during the communist regime. Despite this it is common practice and Gabita wants an abortion. The movie follows her and her friend Otilia during the day she has made the appointment with Mr. Bebe to have the abortion.","['Anamaria Marinca', 'Laura Vasiliu', 'Vlad Ivanov']"
['Horror'],323270,The Horror Network Vol. 1,"Serial killers, ghostly phone calls, inner demons, otherworld monsters and creepy stalkers collide in this frightening anthology. Six of horror's most promising new directing talents join forces to pay homage to classic horror in the tradition of ""Creepshow"", ""Tales From the Crypt"", ""Tales From the Darkside"", and ""Trilogy of Terror,"" and weave an unforgettable, disturbing tapestry of terror.","['Nick Frangione', 'Artem Mishin', 'Jan Cornet']"
